2	0.0179
3	0.2207
4	0.0471
5	0.1446
6	0.0869
7	0.2486
8	0.3117
9	0.3128
10	0.1317
11	0.0711
12	-0.0138
13	0.1082
14	0.1387
15	0.0719
16	0.1251
17	0.0066
18	0.2694
19	0.2938
20	0.1720
21	-0.0633
22	0.2313
23	0.2574
24	0.0212
25	0.2261
26	0.2708
27	0.0866
28	0.2301
29	0.2426
30	0.2174
31	0.0569
32	0.0816
33	0.1637
34	0.2074
35	0.2786
36	0.1445
37	0.3104
38	0.1602
39	0.0890
40	0.1213
41	0.1577
42	0.0949
43	0.1954
44	-0.0246
45	0.1017
46	0.1714
47	0.2084
48	0.1077
49	0.1839
50	0.1467
51	0.0664
52	0.1502
53	0.1063
54	0.1769
55	0.1189
56	0.0458
57	0.2577
58	0.0933
59	-0.0157
60	0.0762
61	0.1652
62	0.1414
63	0.1697
64	-0.0560
65	0.2185
66	0.1080
67	0.1781
68	0.0815
69	0.0732
70	0.1344
71	0.0726
72	-0.0086
73	0.0924
74	0.1983
75	0.0835
76	0.1612
77	0.2664
78	0.2489
79	0.2210
80	0.1483
81	0.1052
82	0.1087
83	0.1307
84	0.0750
85	0.1819
86	0.1429
87	0.1388
88	0.1670
89	0.1538
90	0.1368
91	0.2289
92	0.1912
93	0.2006
94	-0.0187
95	0.2021
96	0.2933
97	0.1790
98	0.0684
99	0.2672
100	0.2042
101	0.0792
102	0.0236
103	0.1950
104	0.0350
105	0.1972
106	0.0903
107	0.1868
108	0.1295
109	0.1238
110	0.0665
111	0.1386
112	0.2083
113	0.1643
114	0.1292
115	0.2266
116	0.2181
117	0.1231
118	0.0914
119	0.2623
120	0.0999
121	0.1318
122	0.1628
123	0.2600
124	0.1851
125	-0.0117
126	0.1736
127	0.1807
128	0.1039
129	0.2477
130	0.2141
131	0.1096
132	0.0639
133	0.2502
134	0.0680
135	0.2086
136	0.1528
137	-0.0581
138	0.1464
139	0.2683
140	0.2173
141	0.1202
142	0.2556
143	0.1044
144	0.1424
145	0.0298
146	0.2328
147	0.0413
148	0.1598
149	0.1559
150	0.1276
151	0.0913
152	0.1455
153	0.1334
154	0.1007
155	-0.0778
156	-0.0999
157	0.0838
158	-0.0332
159	0.1913
160	0.2078
161	0.1266
162	0.0926
163	0.2499
164	0.0647
165	0.1242
166	0.1557
167	0.0728
168	0.1869
169	0.3223
170	0.4145
171	0.2248
172	0.1493
173	-0.0120
174	0.1577
175	-0.0126
176	0.1932
177	0.1779
178	0.0789
179	0.0879
180	0.1002
181	0.0355
182	0.1895
183	0.1817
184	0.0074
185	0.3244
186	0.2189
187	0.2140
188	-0.0177
189	0.1155
190	0.1276
191	0.2003
192	0.1181
193	0.2710
194	0.0932
195	0.1240
196	0.3729
197	0.1955
198	-0.0374
199	0.0991
200	0.2660
201	0.2235
202	0.2597
203	0.0354
204	0.1940
205	0.2881
206	0.0706
207	0.1290
208	0.2609
209	0.0318
210	0.2070
211	0.0573
212	0.1849
213	0.0764
214	0.1871
215	0.0791
216	-0.0311
217	0.2487
218	0.1353
219	0.0071
220	0.0562
221	0.1035
222	0.2650
223	-0.0008
224	0.2157
225	0.1490
226	-0.0583
227	0.1849
228	0.0138
229	0.2408
230	0.1679
231	0.2328
232	0.0994
233	0.1859
234	0.1152
235	0.1623
236	0.0579
237	0.1561
238	0.0682
239	0.1740
240	0.0351
241	0.2222
242	0.2526
243	-0.1392
244	0.1612
245	0.0985
246	0.1464
247	0.2540
248	0.2592
249	0.0321
250	0.0165
251	0.0896
252	0.1506
253	0.0262
254	0.1699
255	0.1547
256	0.1621
257	0.2058
258	0.1274
259	0.0477
260	0.1529
261	0.1563
262	0.1944
263	0.1193
264	0.1486
265	0.2398
266	0.1543
267	0.2050
268	0.0487
269	0.2942
270	0.2898
271	0.2285
272	0.1266
273	0.2124
274	0.2475
275	0.0348
276	0.1158
277	0.0770
278	0.0331
279	0.0296
280	0.1778
281	0.0268
282	0.2063
283	-0.0152
284	0.0993
285	0.2000
286	0.0657
287	0.2769
288	0.0874
289	0.0683
290	0.1769
291	0.0955
292	0.0441
293	-0.0123
294	0.1508
295	0.0034
296	0.1693
297	0.2453
298	0.1590
299	0.1098
300	0.0718
301	0.0330
302	0.0778
303	0.1044
304	0.0491
305	0.3595
306	0.1916
307	0.2115
308	0.0671
309	0.1808
310	0.1780
311	0.1558
312	0.1902
313	0.1540
314	0.2493
315	0.1414
316	0.1050
317	0.0107
318	0.0803
319	0.1205
320	0.0970
321	0.0724
322	0.0137
323	-0.0074
324	0.0555
325	0.1768
326	0.1765
327	0.1582
328	0.1034
329	0.0909
330	0.2057
331	0.0276
332	0.2107
333	0.2387
334	0.1031
335	0.2167
336	0.3761
337	0.1998
338	0.1865
339	0.1673
340	0.2192
341	0.0418
342	0.0191
343	0.1850
344	0.2507
345	0.3355
346	0.2078
347	0.2703
348	0.2423
349	0.2377
350	0.0713
351	-0.0303
352	0.0859
353	0.0221
354	0.0307
355	0.0925
356	0.1045
357	0.0953
358	-0.0088
359	0.0603
360	0.0980
361	0.1465
362	0.1843
363	0.0157
364	0.1601
365	0.1242
366	0.0861
367	0.1217
368	0.1377
369	0.1821
370	0.1446
371	0.1397
372	0.2997
373	0.1014
374	0.3115
375	0.1763
376	0.0750
377	0.0502
378	0.2065
379	0.1259
380	0.1395
381	0.1773
382	-0.0291
383	0.0097
384	0.1977
385	0.3112
386	0.1696
387	0.1181
388	0.0762
389	-0.0846
390	0.1229
391	0.3001
392	0.0831
393	0.2088
394	0.1026
395	0.1634
396	0.0290
397	0.1149
398	0.0226
399	0.0112
